urls
https://www.lanacion.com.ar/
https://tn.com.ar/
https://www.infobae.com/
https://www.clarin.com/
https://www.pagina12.com.ar/
https://www.ambito.com/
https://www.perfil.com/
https://www.telam.com.ar/
https://www.cronista.com/
https://www.cronicatv.com.ar/
https://telefenoticias.telefe.com/
https://www.lavoz.com.ar/
